Gender,Missing_Income,Income_Category,Missing_Education,Education_Level,Marital_Divorced,Marital_Married,Marital_Single,Marital_Unknown,Card_Blue,Card_Gold,Card_Platinum,Card_Silver,Customer_Age,Credit_Limit,Avg_Utilization_Ratio,Total_Trans_Amt,Dependent_count,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Ct_Chng_Q4_Q1
1,0,5,0,2,0,1,0,0,1,0,0,0,58,12698.0,0.18600000000000003,4425,3,6,2,4,2361,0.799,0.63
0,1,1,0,2,0,1,0,0,1,0,0,0,41,26229.0,0.0,2077,3,1,2,4,0,0.504,0.643
0,0,2,0,2,0,1,0,0,1,0,0,0,51,8346.0,0.174,4141,4,5,3,2,1452,1.194,0.612
1,0,4,0,1,0,0,0,1,1,0,0,0,52,5395.0,0.386,4689,0,6,4,4,2084,0.7979999999999999,0.725
1,0,3,1,4,1,0,0,0,1,0,0,0,58,1490.0,0.7170000000000001,3790,2,6,1,1,1069,0.84,0.889
1,0,4,0,4,1,0,0,0,1,0,0,0,42,18274.0,0.08900000000000001,3886,4,3,2,2,1623,0.6809999999999999,0.8
0,0,2,0,2,0,0,0,1,1,0,0,0,62,4409.0,0.17800000000000002,4160,0,4,1,1,785,0.838,0.649
1,0,4,0,1,0,0,1,0,1,0,0,0,45,7560.0,0.10400000000000001,4296,5,3,4,4,788,1.193,0.7
1,0,5,0,1,0,0,0,1,1,0,0,0,53,20783.0,0.06,3819,1,4,2,2,1257,0.7240000000000001,0.617
0,0,2,1,4,0,0,1,0,1,0,0,0,53,6188.0,0.40700000000000003,1997,2,3,4,4,2517,0.713,1.048
1,0,5,0,1,0,0,1,0,1,0,0,0,50,27876.0,0.02,4654,3,5,3,4,557,0.768,0.66
0,0,1,0,5,0,1,0,0,1,0,0,0,44,1924.0,0.765,3521,2,5,2,3,1471,1.485,1.0
1,0,4,0,2,0,1,0,0,1,0,0,0,40,29149.0,0.0,2106,3,2,3,4,0,0.615,0.6970000000000001
0,0,1,0,4,0,0,0,1,1,0,0,0,55,1438.3,0.0,1785,2,4,4,3,0,0.639,0.32
0,0,1,0,1,0,1,0,0,1,0,0,0,50,3160.0,0.373,3740,1,6,4,4,1180,1.0,0.7
0,0,2,0,2,0,0,1,0,1,0,0,0,38,1438.3,0.0,3990,2,6,2,3,0,0.7829999999999999,0.596
1,0,3,0,4,0,1,0,0,1,0,0,0,45,1438.3,0.0,4869,0,4,3,3,0,0.555,0.737
0,0,1,1,4,0,1,0,0,1,0,0,0,40,1535.0,0.0,1921,3,2,3,3,0,0.544,0.46399999999999997
0,0,2,0,3,0,0,1,0,1,0,0,0,55,1438.3,0.484,4307,2,4,4,4,696,0.888,0.9
0,0,1,0,1,0,1,0,0,1,0,0,0,49,2331.0,0.7709999999999999,4061,5,6,2,4,1798,0.847,0.6920000000000001
0,0,2,0,2,0,0,1,0,1,0,0,0,43,8156.0,0.0,3992,1,5,2,1,0,0.6629999999999999,0.5529999999999999
0,0,1,1,4,0,0,0,1,1,0,0,0,47,8109.0,0.067,3609,3,4,2,1,541,0.958,0.604
0,0,1,1,4,0,0,0,1,1,0,0,0,43,5853.0,0.203,3595,3,4,4,2,1190,0.9359999999999999,0.667
0,0,1,0,3,0,1,0,0,1,0,0,0,48,5997.0,0.0,1457,4,2,3,2,0,0.406,0.5
1,0,3,0,4,0,1,0,0,1,0,0,0,51,10824.0,0.0,3700,2,6,3,4,0,0.9620000000000001,0.738
1,0,3,0,1,0,1,0,0,1,0,0,0,47,9300.0,0.083,3651,2,4,1,2,769,0.68,0.718
0,0,2,0,2,0,0,1,0,1,0,0,0,51,5351.0,0.0,4596,2,4,1,2,0,0.763,0.5
0,0,1,0,3,0,0,1,0,1,0,0,0,49,2097.0,0.596,4148,4,4,2,3,1250,0.6990000000000001,0.5429999999999999
0,0,1,0,4,0,0,1,0,1,0,0,0,53,2266.0,0.0,3634,1,6,4,4,0,0.565,0.65
1,0,4,0,1,0,0,1,0,1,0,0,0,55,13598.0,0.063,4047,3,4,2,3,852,0.785,0.81
0,0,2,0,5,0,1,0,0,1,0,0,0,46,1803.0,0.0,1979,1,3,2,2,0,0.415,0.321
0,0,1,0,2,0,1,0,0,1,0,0,0,50,6292.0,0.0,3687,3,3,1,4,0,0.515,0.644
1,1,1,0,4,0,0,1,0,1,0,0,0,65,23566.0,0.071,3129,1,4,3,3,1670,0.735,0.8370000000000001
0,0,1,0,1,0,0,1,0,1,0,0,0,51,1765.0,0.8420000000000001,3333,4,4,4,2,1487,0.738,1.0
1,0,4,0,2,0,1,0,0,1,0,0,0,46,4964.0,0.467,3279,3,4,2,3,2316,0.7929999999999999,0.941
1,0,3,0,4,0,0,0,1,1,0,0,0,42,3741.0,0.0,4402,1,5,3,2,0,0.9590000000000001,0.833
0,1,1,0,2,0,0,1,0,0,0,0,1,49,31631.0,0.0,3418,3,3,2,2,0,0.632,0.758
1,0,4,1,4,0,1,0,0,1,0,0,0,40,5014.0,0.376,4391,3,6,2,2,1887,0.8059999999999999,0.5710000000000001
0,0,1,0,2,0,1,0,0,1,0,0,0,45,2484.0,0.621,3802,4,6,4,1,1543,0.703,0.447
1,0,1,0,4,0,0,1,0,1,0,0,0,65,7636.0,0.0,3880,1,5,3,2,0,0.8009999999999999,0.8109999999999999
1,0,4,0,4,0,0,1,0,1,0,0,0,46,11096.0,0.0,3949,4,6,3,3,0,0.8809999999999999,0.6829999999999999
0,1,1,0,1,0,1,0,0,1,0,0,0,47,25027.0,0.06,3357,3,4,1,4,1501,1.063,0.7709999999999999
1,0,5,0,5,0,1,0,0,1,0,0,0,44,27391.0,0.021,2862,3,3,4,1,587,0.821,1.24
0,1,1,0,1,1,0,0,0,1,0,0,0,58,3266.0,0.263,2151,1,3,5,3,859,0.74,0.43799999999999994
1,0,3,0,4,1,0,0,0,1,0,0,0,50,7050.0,0.14300000000000002,2176,1,3,4,3,1008,0.639,0.56
0,0,1,0,2,0,1,0,0,1,0,0,0,54,2704.0,0.292,4839,0,5,2,2,789,1.0390000000000001,0.769
1,0,4,0,1,1,0,0,0,1,0,0,0,40,11721.0,0.1,4187,3,4,3,4,1175,0.779,0.825
0,0,1,1,4,1,0,0,0,1,0,0,0,49,2432.0,0.0,4340,4,4,3,1,0,1.2930000000000001,0.767
0,0,2,1,4,0,1,0,0,0,0,0,1,39,15142.0,0.0,2458,0,3,0,3,0,0.7609999999999999,0.5770000000000001
0,0,1,0,3,0,1,0,0,1,0,0,0,51,1936.0,0.0,4072,3,6,2,2,0,0.705,0.7559999999999999
0,0,1,0,1,0,0,1,0,1,0,0,0,64,1829.0,0.0,3950,0,3,2,1,0,0.5760000000000001,0.5479999999999999
0,0,1,0,2,0,0,0,1,1,0,0,0,43,2786.0,0.644,3646,4,3,3,3,1793,0.8029999999999999,0.659
0,1,1,0,4,0,0,1,0,1,0,0,0,38,19595.0,0.031,4079,2,4,1,4,610,0.5820000000000001,0.585
1,0,3,1,4,0,1,0,0,1,0,0,0,44,3828.0,0.299,4558,2,4,4,4,1146,0.6809999999999999,0.636
1,0,4,0,4,0,1,0,0,1,0,0,0,46,4786.0,0.0,4347,3,3,1,4,0,0.789,0.6829999999999999
1,0,4,0,2,0,0,1,0,1,0,0,0,44,22143.0,0.033,4263,2,5,3,0,730,0.871,0.632
1,0,4,0,6,1,0,0,0,1,0,0,0,44,7150.0,0.264,3636,4,5,1,4,1887,0.455,0.643
1,0,3,1,4,0,0,1,0,0,0,0,1,63,25502.0,0.057,4323,1,5,4,4,1450,0.797,0.688
1,0,3,0,5,0,1,0,0,1,0,0,0,40,20178.0,0.077,1735,4,3,4,3,1553,0.324,0.375
0,0,1,1,4,0,1,0,0,1,0,0,0,46,5258.0,0.379,3972,2,5,2,3,1994,0.725,0.5870000000000001
0,0,1,1,4,0,1,0,0,1,0,0,0,47,1561.0,0.0,1947,3,3,3,2,0,0.502,0.556
1,0,3,0,2,0,0,1,0,1,0,0,0,43,11550.0,0.13,3891,3,6,2,4,1505,1.034,0.9
1,0,5,0,4,0,0,1,0,1,0,0,0,58,28618.0,0.0,1712,1,2,3,4,0,0.685,0.414
1,0,3,0,3,0,0,0,1,1,0,0,0,47,6623.0,0.275,2293,4,4,2,3,1823,0.8109999999999999,0.5670000000000001
1,0,5,0,4,0,0,1,0,1,0,0,0,49,8136.0,0.309,2179,1,3,4,3,2517,0.674,0.429
1,0,5,0,2,0,1,0,0,1,0,0,0,42,19156.0,0.071,3547,3,3,1,2,1353,1.41,0.649
0,0,1,0,2,0,0,1,0,1,0,0,0,55,7982.0,0.11199999999999999,4387,1,5,2,3,897,0.778,0.511
0,1,1,0,4,0,0,1,0,1,0,0,0,45,3120.0,0.807,2468,2,6,2,3,2517,0.736,0.536
0,0,2,0,5,0,0,1,0,1,0,0,0,60,4606.0,0.0,4181,1,4,1,2,0,0.857,1.032
0,0,1,0,4,0,0,1,0,1,0,0,0,48,2005.0,0.57,4311,4,6,3,2,1143,0.8240000000000001,0.591
1,0,2,0,2,0,0,1,0,1,0,0,0,50,9949.0,0.161,3776,3,5,3,3,1597,0.659,0.596
0,0,1,0,1,0,0,1,0,1,0,0,0,41,2892.0,0.87,2257,2,2,2,3,2517,0.777,0.7140000000000001
0,0,1,0,1,0,0,0,1,1,0,0,0,51,7093.0,0.129,3877,4,3,3,4,918,0.56,0.7440000000000001
1,0,3,0,4,0,0,1,0,1,0,0,0,47,1896.0,0.59,4028,3,5,4,3,1119,0.6709999999999999,0.767
1,0,3,0,1,0,0,1,0,1,0,0,0,47,3569.0,0.289,4612,2,5,2,4,1030,1.09,0.9229999999999999
0,0,2,0,4,0,0,0,1,1,0,0,0,41,4663.0,0.0,3831,2,6,2,3,0,0.892,0.7609999999999999
0,1,1,0,4,0,0,1,0,1,0,0,0,55,2553.0,0.7140000000000001,3853,3,6,6,3,1823,0.574,0.6829999999999999
1,0,2,0,4,0,0,1,0,1,0,0,0,38,5362.0,0.207,3548,3,3,1,3,1110,0.6509999999999999,0.5
0,0,1,0,4,0,1,0,0,1,0,0,0,41,2873.0,0.434,3943,3,6,6,4,1247,0.889,0.7020000000000001
1,0,4,0,3,0,1,0,0,1,0,0,0,40,7840.0,0.0,4062,2,3,4,3,0,0.726,0.578
0,0,1,0,4,0,1,0,0,1,0,0,0,43,2209.0,0.0,4419,2,3,3,2,0,0.7490000000000001,0.619
0,0,1,0,3,0,1,0,0,1,0,0,0,36,1971.0,0.0,4979,2,5,2,2,0,0.613,0.5710000000000001
0,0,1,0,5,0,1,0,0,1,0,0,0,48,1438.3,0.462,4100,5,3,3,3,665,0.75,0.615
0,0,2,0,4,0,1,0,0,1,0,0,0,41,6230.0,0.188,3769,4,6,3,2,1173,0.607,0.54
0,0,2,0,4,0,0,0,1,1,0,0,0,47,2636.0,0.603,3858,4,6,1,3,1589,0.8640000000000001,0.522
1,0,4,0,2,0,1,0,0,1,0,0,0,44,22243.0,0.062,3200,3,3,3,2,1377,0.5670000000000001,0.7170000000000001
0,0,1,1,4,1,0,0,0,1,0,0,0,50,2855.0,0.185,3645,2,3,2,4,527,0.6779999999999999,0.605
0,0,1,0,4,0,1,0,0,1,0,0,0,46,7578.0,0.237,5328,3,3,3,4,1794,0.62,0.625
0,1,1,0,2,0,0,1,0,1,0,0,0,47,8440.0,0.247,4161,1,5,4,4,2087,0.804,0.644
1,0,4,0,4,0,1,0,0,1,0,0,0,53,4186.0,0.0,4590,1,4,3,3,0,0.888,0.816
1,0,4,0,3,0,0,1,0,1,0,0,0,44,22074.0,0.0,4406,4,4,4,3,0,1.199,0.7390000000000001
1,0,4,0,6,0,1,0,0,1,0,0,0,46,17667.0,0.0,1775,2,1,2,5,0,0.569,0.556
1,0,5,0,4,0,1,0,0,1,0,0,0,39,26548.0,0.069,3450,4,3,2,3,1829,0.685,1.024
1,0,3,0,4,0,0,1,0,1,0,0,0,51,3532.0,0.21600000000000003,4066,2,4,3,0,764,0.6809999999999999,0.574
0,1,1,0,2,0,0,1,0,1,0,0,0,45,8795.0,0.28600000000000003,4552,4,3,4,2,2517,0.625,0.588
0,0,1,0,4,0,0,1,0,1,0,0,0,49,2162.0,0.87,3825,4,4,3,4,1882,0.934,0.75
1,0,5,0,1,0,0,1,0,1,0,0,0,47,34516.0,0.033,1736,4,3,2,6,1126,0.575,0.4
0,1,1,0,4,0,0,1,0,0,1,0,0,53,34516.0,0.069,4390,4,5,1,2,2374,0.81,0.604
1,0,4,0,3,1,0,0,0,0,0,0,1,44,34516.0,0.068,1853,1,2,3,2,2361,0.529,0.385
1,0,5,0,5,1,0,0,0,1,0,0,0,41,3491.0,0.718,4855,3,6,1,3,2506,0.873,0.58
0,0,1,0,4,1,0,0,0,1,0,0,0,52,6060.0,0.278,3953,3,3,3,4,1687,0.563,0.711
0,1,1,0,4,1,0,0,0,1,0,0,0,48,7860.0,0.0,3512,3,3,4,3,0,0.598,0.617
1,0,4,0,3,0,1,0,0,1,0,0,0,48,25190.0,0.0,1533,4,5,2,3,0,0.467,0.32299999999999995
1,0,3,0,3,1,0,0,0,1,0,0,0,50,13911.0,0.155,2204,4,4,2,3,2160,0.73,0.667
1,0,3,0,2,0,0,1,0,1,0,0,0,51,2281.0,0.768,4241,1,6,4,4,1751,0.7609999999999999,0.8540000000000001
1,0,3,0,4,0,0,1,0,1,0,0,0,43,5652.0,0.09699999999999999,3710,3,3,3,2,548,0.647,0.45799999999999996
0,0,1,1,4,0,0,1,0,1,0,0,0,44,1606.0,0.983,2418,3,3,2,2,1578,0.85,0.467
0,1,1,0,4,0,1,0,0,1,0,0,0,45,2777.0,0.763,4442,3,5,4,2,2118,1.036,0.8290000000000001
1,0,3,0,4,0,1,0,0,1,0,0,0,40,2223.0,0.26899999999999996,3331,3,4,4,4,597,0.5720000000000001,0.675
1,0,2,0,5,0,1,0,0,1,0,0,0,48,2916.0,0.368,4020,4,6,1,2,1074,0.774,0.68
1,0,5,1,4,0,1,0,0,1,0,0,0,45,16476.0,0.083,4717,2,4,4,4,1374,0.45899999999999996,0.69
0,0,1,0,4,0,1,0,0,1,0,0,0,44,9598.0,0.114,2216,2,3,2,3,1092,0.6,0.588
1,0,3,0,1,1,0,0,0,1,0,0,0,42,18570.0,0.102,4036,1,3,2,2,1892,0.748,0.773
0,0,1,0,4,0,0,1,0,0,0,0,1,54,13626.0,0.0,1711,4,3,2,3,0,0.41100000000000003,0.25
0,0,1,1,4,0,0,1,0,1,0,0,0,29,2298.0,0.0,4814,2,4,3,2,0,0.7759999999999999,0.63
0,1,1,0,3,0,1,0,0,1,0,0,0,40,9191.0,0.18100000000000002,4275,3,4,2,4,1666,0.815,0.7659999999999999
0,0,1,0,2,0,0,1,0,1,0,0,0,58,1438.3,0.569,4196,2,4,3,4,818,0.917,1.088
0,1,1,0,6,0,1,0,0,1,0,0,0,50,4181.0,0.0,3057,1,6,4,3,0,0.912,0.688
1,0,2,0,3,0,1,0,0,1,0,0,0,48,2592.0,0.0,4177,3,3,1,3,0,0.767,0.7709999999999999
0,0,1,0,2,0,1,0,0,1,0,0,0,51,7540.0,0.10300000000000001,4755,3,6,3,3,773,0.688,0.706
0,0,1,0,3,1,0,0,0,1,0,0,0,43,1477.0,0.0,4802,3,6,4,3,0,0.7559999999999999,0.8640000000000001
0,0,1,0,1,0,0,1,0,1,0,0,0,58,2628.0,0.5870000000000001,4335,0,6,2,4,1542,0.93,0.727
1,0,4,0,4,0,0,1,0,1,0,0,0,46,8916.0,0.0,2773,1,4,2,3,0,0.631,0.6759999999999999
0,1,1,0,5,0,1,0,0,1,0,0,0,52,1481.0,0.0,4435,1,5,1,2,0,0.698,0.718
0,0,1,0,1,0,0,0,1,1,0,0,0,44,1555.0,0.0,3811,1,4,2,1,0,0.583,0.711
1,0,1,0,1,0,1,0,0,1,0,0,0,45,8580.0,0.191,1880,3,3,3,4,1636,0.39299999999999996,0.233
0,0,2,0,4,0,1,0,0,0,0,0,1,48,21163.0,0.11900000000000001,1732,4,3,1,0,2517,0.569,0.45799999999999996
0,0,1,0,4,0,1,0,0,1,0,0,0,39,2936.0,0.0,4876,0,3,3,3,0,0.8420000000000001,0.542
0,0,1,0,4,0,1,0,0,1,0,0,0,56,1438.3,0.0,3877,1,3,3,4,0,0.7979999999999999,0.556
1,0,3,0,4,0,0,1,0,0,0,0,1,54,30540.0,0.0,1980,2,2,3,2,0,0.602,0.8
1,0,3,0,2,0,1,0,0,1,0,0,0,47,7357.0,0.145,3943,5,4,1,2,1069,0.77,0.6409999999999999
0,0,1,0,1,0,1,0,0,0,0,0,1,44,11879.0,0.0,3490,4,6,3,0,0,0.735,0.938
1,0,4,0,1,0,1,0,0,1,0,0,0,52,21877.0,0.049,3283,3,4,1,3,1073,0.9079999999999999,1.0
1,0,3,0,2,0,0,1,0,1,0,0,0,42,7255.0,0.0,3148,3,4,3,3,0,0.9,0.8240000000000001
0,0,1,0,2,0,0,1,0,1,0,0,0,55,6394.0,0.0,3470,2,2,1,2,0,0.6559999999999999,0.917
1,0,4,0,2,1,0,0,0,1,0,0,0,49,34516.0,0.073,1789,2,4,2,4,2517,0.376,0.455
1,0,3,0,3,0,0,1,0,1,0,0,0,38,5597.0,0.2,4599,5,4,3,0,1118,0.753,0.648
1,0,4,0,4,0,0,1,0,1,0,0,0,42,32535.0,0.0,4374,4,4,2,2,0,0.792,0.795
0,0,1,0,4,0,0,1,0,1,0,0,0,38,4391.0,0.44,1849,4,2,2,2,1933,0.579,0.385
1,0,2,0,2,0,0,0,1,1,0,0,0,46,8738.0,0.134,3121,4,6,1,2,1172,0.65,0.395
0,0,1,0,6,0,1,0,0,1,0,0,0,42,1592.0,0.0,4172,2,6,6,0,0,0.745,0.75
1,0,1,0,6,0,0,1,0,1,0,0,0,65,3675.0,0.0,3798,0,3,3,4,0,0.664,0.47200000000000003
1,0,5,0,2,0,0,1,0,1,0,0,0,48,24593.0,0.0,2084,4,3,4,4,0,0.777,0.55
0,1,1,0,3,0,0,0,1,1,0,0,0,55,7613.0,0.0,4268,2,6,2,2,0,0.68,0.725
1,0,5,1,4,0,1,0,0,1,0,0,0,45,26107.0,0.0,1697,4,1,4,3,0,0.55,0.424
0,0,1,0,4,0,0,1,0,1,0,0,0,53,4287.0,0.0,1635,1,3,2,4,0,0.294,0.242
1,0,3,0,4,0,0,1,0,1,0,0,0,57,9843.0,0.129,3677,1,3,3,2,1273,0.563,0.5710000000000001
1,0,3,0,2,0,1,0,0,1,0,0,0,50,10733.0,0.073,3910,2,3,1,3,783,0.732,0.65
1,0,4,0,4,0,0,1,0,1,0,0,0,41,3460.0,0.276,3642,3,3,2,0,955,0.644,0.769
0,0,1,0,3,0,0,1,0,1,0,0,0,46,1996.0,0.774,3760,2,6,1,4,1544,0.919,0.6829999999999999
1,0,3,0,2,0,1,0,0,1,0,0,0,49,5536.0,0.13699999999999998,3918,2,5,2,1,756,0.635,0.628
0,1,1,0,4,1,0,0,0,1,0,0,0,31,1469.0,0.0,4331,0,3,3,3,0,0.915,0.935
1,0,5,0,5,0,0,1,0,1,0,0,0,54,5597.0,0.0,4844,2,3,1,4,0,0.596,0.871
0,0,1,0,3,0,0,1,0,1,0,0,0,51,8960.0,0.248,1853,3,3,3,3,2222,0.382,0.33299999999999996
1,0,3,0,1,0,1,0,0,1,0,0,0,52,5693.0,0.0,4003,4,3,2,0,0,0.9279999999999999,0.684
1,0,1,0,4,0,0,1,0,1,0,0,0,43,4098.0,0.433,3939,3,3,1,2,1776,0.6729999999999999,0.647
1,0,4,0,2,0,0,1,0,1,0,0,0,44,18358.0,0.057,3920,3,3,3,4,1044,0.524,0.491
1,0,2,0,2,0,0,1,0,1,0,0,0,44,2337.0,0.617,3945,0,5,1,3,1442,0.659,0.5479999999999999
1,0,3,0,2,0,1,0,0,1,0,0,0,51,8989.0,0.0,2031,3,3,3,3,0,0.47,1.038
0,0,1,0,1,0,1,0,0,1,0,0,0,51,2124.0,0.6709999999999999,3210,2,6,2,3,1426,0.966,0.733
0,0,1,0,4,0,0,1,0,1,0,0,0,55,3968.0,0.34600000000000003,4641,3,4,3,2,1374,0.703,0.711
1,0,2,0,2,0,0,0,1,1,0,0,0,42,2793.0,0.595,3247,3,6,2,4,1661,1.117,0.865
1,0,3,0,1,1,0,0,0,1,0,0,0,53,13513.0,0.111,3503,3,4,2,2,1495,0.505,0.511
1,0,4,0,4,0,0,1,0,1,0,0,0,43,16351.0,0.094,3475,3,3,3,2,1541,0.763,0.6729999999999999
1,0,3,0,4,0,0,1,0,1,0,0,0,51,9619.0,0.18,3690,1,5,2,4,1731,0.7120000000000001,0.52
1,0,4,0,2,0,0,1,0,1,0,0,0,56,19030.0,0.048,4137,3,5,2,0,912,0.894,0.532
0,0,1,1,4,0,1,0,0,1,0,0,0,44,2107.0,0.0,4007,4,4,1,4,0,0.975,0.9520000000000001
0,0,1,0,4,0,0,1,0,1,0,0,0,55,2517.0,0.499,4528,1,6,3,2,1257,0.8340000000000001,0.7859999999999999
0,0,2,0,4,0,1,0,0,1,0,0,0,41,3179.0,0.387,4337,4,3,2,3,1229,0.7809999999999999,1.05
0,0,1,1,4,1,0,0,0,1,0,0,0,48,3968.0,0.23600000000000002,4128,3,5,1,4,935,0.649,0.674
1,0,3,0,4,1,0,0,0,1,0,0,0,45,5065.0,0.26899999999999996,3555,3,6,3,2,1362,0.68,0.47100000000000003
0,0,1,0,3,0,0,1,0,0,0,0,1,65,10885.0,0.162,2291,0,3,4,3,1758,0.8,0.773
1,0,4,0,3,0,1,0,0,1,0,0,0,46,1438.3,0.601,2299,3,6,2,3,864,0.7659999999999999,0.48100000000000004
1,0,3,0,4,0,0,1,0,1,0,0,0,52,10817.0,0.106,3889,0,4,2,4,1142,0.722,0.818
0,1,1,0,3,1,0,0,0,1,0,0,0,65,13666.0,0.0,3998,0,5,2,3,0,0.8079999999999999,1.0
1,0,4,0,3,0,1,0,0,1,0,0,0,49,2149.0,0.836,5228,3,5,1,2,1796,0.628,0.6609999999999999
0,0,2,0,4,0,1,0,0,1,0,0,0,50,7191.0,0.0,1654,2,3,1,4,0,0.565,0.579
0,0,1,1,4,0,0,1,0,1,0,0,0,52,2155.0,0.5660000000000001,4295,2,5,2,2,1219,0.805,0.7909999999999999
0,1,1,1,4,0,1,0,0,1,0,0,0,42,5395.0,0.267,3523,3,6,3,2,1439,0.7809999999999999,0.7170000000000001
0,0,1,0,2,0,1,0,0,1,0,0,0,50,3222.0,0.441,4613,1,4,2,1,1422,0.662,0.6
0,0,1,0,4,0,1,0,0,1,0,0,0,27,2042.0,0.767,5146,0,4,2,2,1567,0.7440000000000001,0.733
0,0,1,0,4,0,0,1,0,1,0,0,0,37,1610.0,0.0,2729,2,2,3,0,0,0.889,0.406
0,0,1,0,5,0,0,0,1,1,0,0,0,42,3809.0,0.306,2306,2,3,2,2,1165,0.634,0.643
0,0,1,1,4,0,0,0,1,1,0,0,0,43,5544.0,0.198,3829,3,6,1,4,1095,0.5720000000000001,0.9640000000000001
0,0,1,0,1,0,0,1,0,1,0,0,0,37,2388.0,0.715,4539,1,6,3,4,1708,0.903,0.745
0,0,1,0,2,0,1,0,0,1,0,0,0,49,2473.0,0.511,4597,4,4,1,4,1263,0.71,0.6
1,0,2,0,1,0,1,0,0,1,0,0,0,42,13103.0,0.138,4323,3,3,3,2,1809,0.7240000000000001,0.5
0,0,2,0,2,0,0,1,0,1,0,0,0,48,2465.0,0.45799999999999996,4030,5,5,1,2,1128,0.613,0.483
0,0,2,0,4,0,0,1,0,1,0,0,0,52,6081.0,0.163,4451,2,5,2,2,989,1.222,0.429
1,0,3,1,4,0,0,1,0,1,0,0,0,45,21815.0,0.0,3904,2,3,1,3,0,0.807,1.1179999999999999
1,0,4,0,2,0,1,0,0,0,0,0,1,49,34516.0,0.069,3924,1,4,3,2,2386,0.698,0.512
1,0,2,0,3,0,0,1,0,1,0,0,0,38,3458.0,0.09300000000000001,2256,3,1,2,4,321,0.586,0.29
0,0,2,0,2,0,0,1,0,1,0,0,0,50,8264.0,0.249,4240,0,5,3,2,2057,0.821,0.5870000000000001
0,0,1,0,1,0,0,1,0,1,0,0,0,65,1697.0,0.222,2799,0,3,4,4,377,1.048,0.485
1,0,2,0,3,0,0,1,0,1,0,0,0,50,3069.0,0.613,2909,3,3,2,2,1881,1.111,1.5219999999999998
1,0,4,0,3,0,0,1,0,1,0,0,0,46,10309.0,0.0,1760,2,2,3,2,0,0.451,0.6
1,0,3,0,2,0,0,1,0,1,0,0,0,43,4983.0,0.272,1939,4,4,3,3,1355,0.66,0.5
1,0,5,0,4,0,1,0,0,1,0,0,0,42,3103.0,0.575,4792,4,3,2,3,1783,0.479,0.643
0,0,2,0,2,0,0,1,0,1,0,0,0,45,1663.0,0.669,2978,3,3,1,1,1112,0.588,0.9059999999999999
0,0,1,0,4,0,0,1,0,1,0,0,0,55,2695.0,0.0,4557,0,6,1,1,0,0.816,0.843
0,1,1,0,5,0,1,0,0,1,0,0,0,50,18178.0,0.0,3445,4,6,3,4,0,0.7440000000000001,0.767
1,0,3,0,4,0,0,1,0,1,0,0,0,50,14782.0,0.069,3206,3,4,2,3,1020,0.6829999999999999,0.8
0,0,2,0,1,0,0,1,0,1,0,0,0,54,2488.0,0.883,4361,3,3,1,3,2196,0.733,0.63
0,1,1,0,4,0,0,1,0,1,0,0,0,45,1785.0,0.0,4964,2,4,1,1,0,0.649,0.907
0,0,2,0,2,1,0,0,0,1,0,0,0,45,4701.0,0.249,4136,4,5,2,4,1170,0.547,0.604
0,0,1,0,4,0,1,0,0,1,0,0,0,39,1438.3,0.0,4089,2,4,3,0,0,1.0170000000000001,0.872
0,0,1,0,2,0,1,0,0,1,0,0,0,45,2826.0,0.765,2005,3,4,3,2,2162,0.924,0.684
0,0,2,0,3,0,1,0,0,1,0,0,0,52,4597.0,0.414,4932,0,4,2,1,1905,0.9059999999999999,0.914
0,0,1,0,4,0,1,0,0,1,0,0,0,33,2591.0,0.903,4730,1,5,3,2,2340,0.608,0.708
1,0,2,0,4,0,1,0,0,1,0,0,0,40,2494.0,0.598,3407,2,5,2,2,1492,0.7440000000000001,0.6940000000000001
1,0,2,0,1,0,0,1,0,1,0,0,0,61,5039.0,0.268,3300,1,6,1,1,1352,0.797,0.545
1,0,2,0,2,0,1,0,0,1,0,0,0,48,7897.0,0.02,2270,5,3,3,1,157,0.6990000000000001,0.39399999999999996
1,0,3,0,4,0,0,0,1,1,0,0,0,50,4772.0,0.371,4054,2,5,3,3,1770,0.545,0.674
0,0,1,1,4,0,1,0,0,1,0,0,0,35,3436.0,0.726,5211,0,5,3,1,2493,0.8240000000000001,0.765
0,0,2,0,4,0,0,1,0,1,0,0,0,50,12064.0,0.109,4100,1,3,1,0,1312,0.462,0.675
1,0,4,0,4,0,0,1,0,1,0,0,0,53,9065.0,0.171,4030,3,5,2,3,1548,0.872,0.78
1,0,4,1,4,0,0,1,0,1,0,0,0,49,34516.0,0.0,2512,1,6,3,4,0,0.665,0.324
1,0,3,0,4,0,0,0,1,1,0,0,0,45,10290.0,0.073,4326,3,3,3,3,753,0.858,0.7609999999999999
0,0,1,0,3,0,0,0,1,1,0,0,0,52,3433.0,0.7240000000000001,4831,2,4,1,3,2486,0.838,0.529
1,0,5,1,4,0,1,0,0,0,0,0,1,40,34516.0,0.027999999999999997,2922,3,6,3,2,964,0.521,0.775
0,0,1,0,6,0,1,0,0,1,0,0,0,45,3240.0,0.5479999999999999,4200,4,5,1,2,1775,0.754,0.675
0,0,1,0,5,0,0,1,0,1,0,0,0,50,1438.3,0.5920000000000001,4379,1,4,2,2,851,0.983,0.8290000000000001
